	label	aspect	sentence	masked_sen	subject	verb	object
1569	0	liess	Erst als der Mann einen Schuss in die Luft abgab , liess der Wolf ab .	Erst als der Mann einen Schuss in die Luft abgab , [MASK] der Wolf ab .	Wolf	ablassen	
1570	0	ablassen	Aus dem Überlauf kann man ( ohne unnatürliche Schräglage ) nix ablassen .	Aus dem Überlauf kann man ( ohne unnatürliche Schräglage ) nix [MASK] .		ablassen	nix
1571	1	ablassen	Ich habs jetzt langsam satt das Du überall dein Genöle ablassen musst .	Ich habs jetzt langsam satt das Du überall dein Genöle [MASK] musst .	du	ablassen	Genöle
1572	0	abgelassen	An Sonntagen soll angeblich kein Wasser abgelassen werden .	An Sonntagen soll angeblich kein Wasser [MASK] werden .		ablassen	Wasser
1573	0	abgelassen	TEPCO hat nun Druck , also kontaminierten Wasserdampf aus dem Reaktor abgelassen .	TEPCO hat nun Druck , also kontaminierten Wasserdampf aus dem Reaktor [MASK] .		ablassen	Wasserdampf
1574	0	ablässt	Was kann ich tun , damit er von mir ablässt ?	Was kann ich tun , damit er von mir [MASK] ?	er	ablassen	
1575	0	Lassen	Lassen sie aber ab , hört alle Feindseligkeit auf , die nur gegen Frevler bestehen bleibt .	[MASK] sie aber ab , hört alle Feindseligkeit auf , die nur gegen Frevler bestehen bleibt .		ablassen	
1576	0	abzulassen	Deshalb ist es empfehlenswert das Wasser regelmässig abzulassen und gegen frisches auszutauschen .	Deshalb ist es empfehlenswert das Wasser regelmässig [MASK] und gegen frisches auszutauschen .		ablassen	Wasser
1577	1	ablassen	Es besteht allerdings die Gefahr , dass die Kolleginnen und Kollegen nur Dampf ablassen sollen .	Es besteht allerdings die Gefahr , dass die Kolleginnen und Kollegen nur Dampf [MASK] sollen .		ablassen	Dampf
1578	1	ablassen	Ich musste einfach mal Dampf ablassen !	Ich musste einfach mal Dampf [MASK] !	ich	ablassen	Dampf
1579	1	ablassen	Dann bist du fuchsteufelswild und musst Druck ablassen .	Dann bist du fuchsteufelswild und musst Druck [MASK] .		ablassen	Druck
1580	1	ablassen	Man wollte damals halt das Testosteron ablassen .	Man wollte damals halt das Testosteron [MASK] .		ablassen	Testosteron
1581	1	ablassen	Ich kann wie gesagt verstehen , dass Unmut aufkommt und man seinen Dampf irgendwo ablassen muss .	Ich kann wie gesagt verstehen , dass Unmut aufkommt und man seinen Dampf irgendwo [MASK] muss .	man	ablassen	Dampf
1582	1	abgelassen	Soll ich noch einmal raussuchen was du hier in der Vergangenheit abgelassen hast ?	Soll ich noch einmal raussuchen was du hier in der Vergangenheit [MASK] hast ?	du	ablassen	
1583	1	abgelassen	Habe doch hin und wieder meinen Senf hier abgelassen , ich habe sogar Beweise !	Habe doch hin und wieder meinen Senf hier [MASK] , ich habe sogar Beweise !		ablassen	Senf
1584	0	sprudelt	Das sprudelt auf und die Zapfpistole schliesst .	Das [MASK] auf und die Zapfpistole schliesst .		aufsprudeln	
1585	1	aufsprudeln	Ganz viel romantische und viel lustige Stimmung aufsprudeln und ab vor den Fernseher !	Ganz viel romantische und viel lustige Stimmung [MASK] und ab vor den Fernseher !		aufsprudeln	Stimmung
1586	0	aufsprudeln	Blase bzw. Wasserblase , wie sie beim Kochen aufsprudeln .	Blase bzw. Wasserblase , wie sie beim Kochen [MASK] .	sie	aufsprudeln	
1587	0	aufsprudeln	Einfach mit Leitungswasser verdünnen und in einer Flasche aufsprudeln .	Einfach mit Leitungswasser verdünnen und in einer Flasche [MASK] .		aufsprudeln	
1588	0	sprudelt	Das etwa zwei Zentimeter hoch in die Glaskuppeln eingefüllte Wasser sprudelt oder spritzt fontänenhaft auf .	Das etwa zwei Zentimeter hoch in die Glaskuppeln eingefüllte Wasser [MASK] oder spritzt fontänenhaft auf .	Wasser	aufsprudeln	
1589	0	aufsprudeln	20 Beutel in ihren Jacuzzi schmeissen , besonders heisses Wasser einlaufen lassen und kurz aufsprudeln ,	20 Beutel in ihren Jacuzzi schmeissen , besonders heisses Wasser einlaufen lassen und kurz [MASK] ,		aufsprudeln	Wasser
1590	0	sprudelt	Man sprudelt einfach Leitungswasser auf .	Man [MASK] einfach Leitungswasser auf .	man	aufsprudeln	Leitungswasser
1591	0	aufsprudeln	Wer nicht immer pur mag , kann es vorab aufsprudeln oder gelegentlich durch Mischen von Wasser mit ein wenig Saft oder Sirup für Abwechslung sorgen .	Wer nicht immer pur mag , kann es vorab [MASK] oder gelegentlich durch Mischen von Wasser mit ein wenig Saft oder Sirup für Abwechslung sorgen .		aufsprudeln	es
1592	1	sprudelte	Glück sprudelte in ihm auf , als er die Ernsthaftigkeit in Daniels Augen sah .	Glück [MASK] in ihm auf , als er die Ernsthaftigkeit in Daniels Augen sah .	Glück	aufsprudeln	
1593	0	sprudelt	Wenn das Wasser richtig sprudelt , drehen wir auf und zwar voll !	Wenn das Wasser richtig [MASK] , drehen wir auf und zwar voll !		aufsprudeln	
1594	0	aufsprudeln	Ob Sie Trinkwasser lieber still , classic , medium oder light aufsprudeln , hängt von Ihren Geschmacksvorlieben ab .	Ob Sie Trinkwasser lieber still , classic , medium oder light [MASK] , hängt von Ihren Geschmacksvorlieben ab .		aufsprudeln	Trinkwasser
1595	0	sprudeln	Beim Kochtopftest ging der Thermostat erst 20 - 30 Sekunden nach sprudeln des Wassers auf .	Beim Kochtopftest ging der Thermostat erst 20 - 30 Sekunden nach [MASK] des Wassers auf .		aufsprudeln	
1596	1	sprudelt	Die Liebe ist wie ein Vulkan , einmal sprudelt sie auf und plötzlich kommt sie zum Erliegen .	Die Liebe ist wie ein Vulkan , einmal [MASK] sie auf und plötzlich kommt sie zum Erliegen .	Liebe	aufsprudeln	
1597	0	aufsprudeln	Nie Wasser mit Sirup drin aufsprudeln !	Nie Wasser mit Sirup drin [MASK] !		aufsprudeln	Wasser
1598	0	aufsprudeln	Eier aufsprudeln , mit dem fein aufgeschnittenen Knödelbrot und dem Rahm bzw. der Buttermilch gut vermischen .	Eier [MASK] , mit dem fein aufgeschnittenen Knödelbrot und dem Rahm bzw. der Buttermilch gut vermischen .		aufsprudeln	Ei
1599	0	sprudeln	Bei der ersten Verarbeitung von Breff fällt das aktivere sprudeln des Schaums auf .	Bei der ersten Verarbeitung von Breff fällt das aktivere [MASK] des Schaums auf .		aufsprudeln	
1600	1	sprudeln	Glücksgefühle sprudeln in mir auf : Endlich wieder auf einem Pferd sitzen .	Glücksgefühle [MASK] in mir auf : Endlich wieder auf einem Pferd sitzen .	Glücksgefühl	aufsprudeln	
1601	1	sprudelte	Ich ignorierte es , aber innen drin sprudelte Wut auf .	Ich ignorierte es , aber innen drin [MASK] Wut auf .	Wut	aufsprudeln	
1602	1	aufsprudeln	Entdecken wir also wieder dieses Sakrament der Vergebung , das die Freude aufsprudeln lässt in einem Herzen das wiedergeboren ist zum wahren Leben .	Entdecken wir also wieder dieses Sakrament der Vergebung , das die Freude [MASK] lässt in einem Herzen das wiedergeboren ist zum wahren Leben .	Freude	aufsprudeln	
1603	1	sprudelt	Das Leben sprudelt kurz auf .	Das Leben [MASK] kurz auf .	Leben	aufsprudeln	
1604	1	sprudelt	Etwas sprudelt in mir auf .	Etwas [MASK] in mir auf .		aufsprudeln	
1605	1	sprudelte	Hass sprudelte in ihr auf , als sie Ares so überheblich grinsen sah .	Hass [MASK] in ihr auf , als sie Ares so überheblich grinsen sah .	Hass	aufsprudeln	
1606	1	sprudelten	In Mengen verzehrte ich genüsslich den Strom und in mir sprudelten die Daten auf .	In Mengen verzehrte ich genüsslich den Strom und in mir [MASK] die Daten auf .	Daten	aufsprudeln	
1607	1	aufsprudeln	Glückseligkeit wird unablässig aufsprudeln .	Glückseligkeit wird unablässig [MASK] .	Glückseligkeit	aufsprudeln	
1608	1	sprudeln	Es schreien alle meine roten und weissen Blutkörperchen und sprudeln hoch auf .	Es schreien alle meine roten und weissen Blutkörperchen und [MASK] hoch auf .	Blutkörperchen	aufsprudeln	
1609	1	sprudelten	Es sprudelten Gedanken in mir auf .	Es [MASK] Gedanken in mir auf .	Gedanke	aufsprudeln	
1610	1	ausklingen	Den Abend lassen wir bei einem Bier im Pub ausklingen .	Den Abend lassen wir bei einem Bier im Pub [MASK] .	Abend	ausklingen	
1611	1	ausklingen	So können wir unter dem Sternenhimmel noch einige Zeit den Tag ausklingen lassen .	So können wir unter dem Sternenhimmel noch einige Zeit den Tag [MASK] lassen .	Tag	ausklingen	
1612	0	klingt	Mit einem freudig bewegten Schlusschor klingt das Lied aus .	Mit einem freudig bewegten Schlusschor [MASK] das Lied aus .	Lied	ausklingen	
1613	0	klingen	Sein Ton ist sensibler , Melodien klingen weich aus , er lässt sie wie ein Flötist verhauchen .	Sein Ton ist sensibler , Melodien [MASK] weich aus , er lässt sie wie ein Flötist verhauchen .	Melodie	ausklingen	
1614	0	aufblühen	Botanisch gesehen ist es ein komplizierter Blütenstand , in dem nacheinander eine ganze Reihe von Einzelblüten aufblühen .	Botanisch gesehen ist es ein komplizierter Blütenstand , in dem nacheinander eine ganze Reihe von Einzelblüten [MASK] .	Reihe	aufblühen	
1615	0	blühen	Noch im Alter blühen die Pflanzen auf , bleiben üppig und frisch .	Noch im Alter [MASK] die Pflanzen auf , bleiben üppig und frisch .	Pflanze	aufblühen	
1616	1	blühte	In ihrer Regierungszeit blühte das Land auf .	In ihrer Regierungszeit [MASK] das Land auf .	Land	aufblühen	
1617	1	aufgeblüht	Keine 200 Jahre später war Selinunt zu einem der prächtigsten Gemeinwesen der Antike aufgeblüht .	Keine 200 Jahre später war Selinunt zu einem der prächtigsten Gemeinwesen der Antike [MASK] .	Selinunt	aufblühen	
1618	1	aufblühte	Ich war damals extrem beeindruckt und merkte wie ich innerhalb der Freizeit glaubensmässig richtig aufblühte .	Ich war damals extrem beeindruckt und merkte wie ich innerhalb der Freizeit glaubensmässig richtig [MASK] .	ich	aufblühen	
1619	1	aufgeblüht	Schauen Sie sich bloss mal an , wie diese Stadt aufgeblüht ist .	Schauen Sie sich bloss mal an , wie diese Stadt [MASK] ist .	Stadt	aufblühen	
1620	1	aufblühen	Dieser soll die Kraft haben , Sumer wieder aufblühen zu lassen .	Dieser soll die Kraft haben , Sumer wieder [MASK] zu lassen .	Sumer	aufblühen	
1621	1	blühte	Danach blühte er förmlich auf und er genoss als das was er vorher nie erleben durfte .	Danach [MASK] er förmlich auf und er genoss als das was er vorher nie erleben durfte .	er	aufblühen	
1622	1	blühte	Das Bad blühte ein letztes Mal auf .	Das Bad [MASK] ein letztes Mal auf .	Bad	aufblühen	
1623	1	aufblühen	Der Kaiser erkannte den Städten eine relative Selbständigkeit zu , die diese wirtschaftlich und kulturell aufblühen liess .	Der Kaiser erkannte den Städten eine relative Selbständigkeit zu , die diese wirtschaftlich und kulturell [MASK] liess .	Stadt	aufblühen	
1624	1	aufblühen	Junge Frauen sollen aufblühen und strahlen - weiss wie eine Lilie !	Junge Frauen sollen [MASK] und strahlen - weiss wie eine Lilie !	Frau	aufblühen	
1625	1	blühen	So blühen Sie förmlich auf .	So [MASK] Sie förmlich auf .	Sie	aufblühen	
1626	1	aufblühen	Für Begegnungen , die uns aufblühen lassen .	Für Begegnungen , die uns [MASK] lassen .	wir	aufblühen	
1627	0	aufgeblüht	Dein Frühlingsbeet wird aufgeblüht bestimmt toll aussehen .	Dein Frühlingsbeet wird [MASK] bestimmt toll aussehen .	Frühlingsbeet	aufblühen	
1628	0	blühen	Die doppelt gefüllten Blüten sind im Knospenstadium cremefarben und blühen dann weiss auf .	Die doppelt gefüllten Blüten sind im Knospenstadium cremefarben und [MASK] dann weiss auf .	Blüte	aufblühen	
1629	0	blüht	Die Natur blüht wieder voll auf , nutzen Sie diese . .	Die Natur [MASK] wieder voll auf , nutzen Sie diese . .	Natur	aufblühen	
1630	0	aufgeblüht	Die Rosenstiele waren doch schon ziemlich lang , fast 1 m , die Blüten leicht aufgeblüht .	Die Rosenstiele waren doch schon ziemlich lang , fast 1 m , die Blüten leicht [MASK] .	Blüte	aufblühen	
1631	0	blühen	Grün-bunte Gartenträume blühen im Sommer auf und locken vor allem ins Ammerland und den Park der Gärten .	Grün-bunte Gartenträume [MASK] im Sommer auf und locken vor allem ins Ammerland und den Park der Gärten .	Gartentraum	aufblühen	
1632	0	blüht	Mit wunderschönen Gärten und ehrenamtlichem Engagement überzeugte Billerbeck die Jury beim Wettbewerb Unsere Stadt blüht auf .	Mit wunderschönen Gärten und ehrenamtlichem Engagement überzeugte Billerbeck die Jury beim Wettbewerb Unsere Stadt [MASK] auf .	Stadt	aufblühen	
1633	0	aufblühen	Balkonblumen zaubern Stimmung auf Balkon und Terrasse und lassen das grüne Wohnzimmer aufblühen .	Balkonblumen zaubern Stimmung auf Balkon und Terrasse und lassen das grüne Wohnzimmer [MASK] .	Wohnzimmer	aufblühen	
1634	0	aufblühen	Im Wald werden in diesen Tagen die ersten Märzbecher aufblühen .	Im Wald werden in diesen Tagen die ersten Märzbecher [MASK] .	Märzbecher	aufblühen	
1635	0	aufgeblüht	Bei sonnigem Frühlingswetter sind heute die ersten Tulpen aufgeblüht .	Bei sonnigem Frühlingswetter sind heute die ersten Tulpen [MASK] .	Tulpen	aufblühen	
1636	0	anlehnen	Beim Zazen darf man ich nicht an Wand , Balken oder Wand anlehnen .	Beim Zazen darf man ich nicht an Wand , Balken oder Wand [MASK] .		anlehnen	
1637	0	lehnte	ich lehnte mich an Matt an und konnte garnicht mehr aufhören zu heulen .	ich [MASK] mich an Matt an und konnte garnicht mehr aufhören zu heulen .	ich	anlehnen	mich
1638	1	angelehnt	Streetska ist das Motto , angelehnt an den Begriff Streetpunk .	Streetska ist das Motto , [MASK] an den Begriff Streetpunk .		anlehnen	
1639	1	anzulehnen	auch diese Staaten haben , dann einen massiven vorteil sich an die us-amerikanische Politik anzulehnen .	auch diese Staaten haben , dann einen massiven vorteil sich an die us-amerikanische Politik [MASK] .	Staat	anlehnen	sich
1640	1	angelehnt	Das Hashemite Kingdom Jordan ist eine Erbmonarchie und dem Westen angelehnt	Das Hashemite Kingdom Jordan ist eine Erbmonarchie und dem Westen [MASK]		anlehnen	Hashemite Kingdom Jordan
1641	1	angelehnt	Zum ersten Mal komponierte er bewusst mit Tonfolgen , die an spezielle Vogelklänge angelehnt waren .	Zum ersten Mal komponierte er bewusst mit Tonfolgen , die an spezielle Vogelklänge [MASK] waren .		anlehnen	Tonfolge
1642	1	anlehnen	Zudem wollte ich sie nur an Raben anlehnen und keine reinen Raben haben .	Zudem wollte ich sie nur an Raben [MASK] und keine reinen Raben haben .		anlehnen	sich
1643	0	angelehnt	den , der Rücken ist gerade , dabei aber locker und nicht verkrampft , und nicht angelehnt .	den , der Rücken ist gerade , dabei aber locker und nicht verkrampft , und nicht [MASK] .		anlehnen	Rücken
1644	1	angelehnt	Nur zum Ende gibt es die längere Geschichte eines jungen Pärchens , angelehnt an Schnitzlers Novelle .	Nur zum Ende gibt es die längere Geschichte eines jungen Pärchens , [MASK] an Schnitzlers Novelle .		anlehnen	Geschichte
1645	1	angelehnt	Dabei ist der Begriff der Angemessenheit an die bisherigen Sozialhilfepraxis angelehnt .	Dabei ist der Begriff der Angemessenheit an die bisherigen Sozialhilfepraxis [MASK] .		anlehnen	Begriff
1646	0	angelehnt	Sie steht angelehnt an der Wand , die Zigarette noch am glühen .	Sie steht [MASK] an der Wand , die Zigarette noch am glühen .		anlehnen	
1647	1	angelehnt	Die Gespräche wurden aufgezeichnet , transkribiert und angelehnt an die Qualitative Inhaltsanalyse ausgewertet .	Die Gespräche wurden aufgezeichnet , transkribiert und [MASK] an die Qualitative Inhaltsanalyse ausgewertet .		anlehnen	
1648	1	angelehnt	Schaut euch das Kristall an , was angelehnt ist an das Symbol für die Erde .	Schaut euch das Kristall an , was [MASK] ist an das Symbol für die Erde .		anlehnen	
1649	1	angelehnt	Sein Stil ist an den Charakter der Mathematikvorlesungen angelehnt .	Sein Stil ist an den Charakter der Mathematikvorlesungen [MASK] .		anlehnen	Stil
1650	1	angelehnt	Das Spielprinzip ist an andere Spiele angelehnt , kann aber durchaus überzeugen .	Das Spielprinzip ist an andere Spiele [MASK] , kann aber durchaus überzeugen .		anlehnen	Spielprinzip
1651	1	angelehnt	Das Thema der neuen Ausgabe ist angelehnt an die Theologischen Studientage	Das Thema der neuen Ausgabe ist [MASK] an die Theologischen Studientage		anlehnen	Thema
1652	1	angelehnt	Mehrsprachige Konzeption angelehnt am Corporate Design zur Unternehmens - und Produktvermarktung .	Mehrsprachige Konzeption [MASK] am Corporate Design zur Unternehmens - und Produktvermarktung .		anlehnen	Konzeption
1653	1	angelehnt	Die Gestaltung des Weges ist angelehnt an den Naturerlebnispfad .	Die Gestaltung des Weges ist [MASK] an den Naturerlebnispfad .		anlehnen	Gestaltung
1654	0	lehnte	Er lehnte die Wohnzimmertür an , damit nicht die ganze Wärme entwich ,	Er [MASK] die Wohnzimmertür an , damit nicht die ganze Wärme entwich ,	er	anlehnen	Wohnzimmertür
1655	0	anlehnt	Der Seilzug ermöglicht das Ausziehen der Leiter , während diese schon an der Wand anlehnt .	Der Seilzug ermöglicht das Ausziehen der Leiter , während diese schon an der Wand [MASK] .	Leiter	anlehnen	
1656	0	anlehnen	Ich find die Übung gut , wenn man seinen Rücken anlehnen kann .	Ich find die Übung gut , wenn man seinen Rücken [MASK] kann .		anlehnen	Rücken
1657	0	angelehnt	Marc hatte das mitbekommen und stand nun angelehnt am Türrahmen .	Marc hatte das mitbekommen und stand nun [MASK] am Türrahmen .		anlehnen	
1658	0	anlehnen	Und nun suchen sie eine Wand , an die sie sich anlehnen können .	Und nun suchen sie eine Wand , an die sie sich [MASK] können .		anlehnen	sich
1659	0	lehnt	Eine Dachschräge lehnt am Westdach an , die andere wurde künstlich eingebaut .	Eine Dachschräge [MASK] am Westdach an , die andere wurde künstlich eingebaut .	Dachschräge	anlehnen	
1660	0	angelehnt	Obwohl die Schlafzimmertür nur angelehnt ist , habe ich es respektiert , dass sie allein schlafen wollen .	Obwohl die Schlafzimmertür nur [MASK] ist , habe ich es respektiert , dass sie allein schlafen wollen .		anlehnen	Schlafzimmertür
1661	0	lehnte	Jetzt lag ich unterm Tisch auf dem Rücken und mein linkes Bein lehnte am Stuhl an .	Jetzt lag ich unterm Tisch auf dem Rücken und mein linkes Bein [MASK] am Stuhl an .	Bein	anlehnen	
1662	0	lehnte	Er schlich hinein und lehnte die Tür an .	Er schlich hinein und [MASK] die Tür an .		anlehnen	Tür
1663	0	angelehnt	Hinter dem Jensen liegt Spirale , auf der angelehnt der Schaltplan steht .	Hinter dem Jensen liegt Spirale , auf der [MASK] der Schaltplan steht .		anlehnen	Schaltplan
1664	0	angestaut	Süsswasser wurde angestaut und so entstand ein sich selbst regelndes Biotop .	Süsswasser wurde [MASK] und so entstand ein sich selbst regelndes Biotop .		anstauen	Süsswasser
1665	1	angestaut	Auch unter den Lehrern hat sich Wut angestaut .	Auch unter den Lehrern hat sich Wut [MASK] .	Wut	anstauen	sich
1666	1	anstaut	Der Stress , der sich anstaut kanalisiert sich in destruktives Verhalten .	Der Stress , der sich [MASK] kanalisiert sich in destruktives Verhalten .	Stress	anstauen	sich
1667	1	angestaut	Okay , jetzt hat sich genug Stress angestaut !	Okay , jetzt hat sich genug Stress [MASK] !	Stress	anstauen	sich
1668	0	staut	Der lediglich rund drei Meter hohe Damm des Junkerholzteiches staut ein kleines Bächlein an .	Der lediglich rund drei Meter hohe Damm des Junkerholzteiches [MASK] ein kleines Bächlein an .	Bächlein	anstauen	
1669	0	angestaut	Die Saale wird seit 1932 zum grössten See im Freistaat , dem Thüringer Meer , angestaut .	Die Saale wird seit 1932 zum grössten See im Freistaat , dem Thüringer Meer , [MASK] .		anstauen	Saale
1670	0	anstaut	Die Nebenhöhlenschleimhäute produzieren daraufhin vermehrt Sekret , dass sich schlimmstenfalls anstaut und so das Keimwachstum weiter begünstigt .	Die Nebenhöhlenschleimhäute produzieren daraufhin vermehrt Sekret , dass sich schlimmstenfalls [MASK] und so das Keimwachstum weiter begünstigt .	Sekret	anstauen	sich
1671	0	angestaut	Im weiteren Verlauf wird die Drau zwecks Energiegewinnung zweimal angestaut - zum Feistritzer und zum Ferlacher Stausee .	Im weiteren Verlauf wird die Drau zwecks Energiegewinnung zweimal [MASK] - zum Feistritzer und zum Ferlacher Stausee .		anstauen	Drau
1672	1	anstaut	Antistress-Tipp : Gefühle herauslassen Stress entsteht zum Beispiel dadurch , dass man unangenehme Gefühle anstaut .	Antistress-Tipp : Gefühle herauslassen Stress entsteht zum Beispiel dadurch , dass man unangenehme Gefühle [MASK] .	man	anstauen	Gefühl
1673	0	angestaut	Damit wird Wasser angestaut und der Torf vor Luftzutritt und weiterer Zersetzung geschützt .	Damit wird Wasser [MASK] und der Torf vor Luftzutritt und weiterer Zersetzung geschützt .		anstauen	Wasser
1674	1	angestaut	Bitterer Groll hatte sich deshalb in ihm angestaut .	Bitterer Groll hatte sich deshalb in ihm [MASK] .	Groll	anstauen	sich
1675	1	angestaut	Der Frust hat sich aber nicht von heute auf morgen angestaut , sondern über Jahre .	Der Frust hat sich aber nicht von heute auf morgen [MASK] , sondern über Jahre .	Frust	anstauen	sich
1676	1	anstaut	Bis sich eine solche Wut in ihm anstaut , dass er eine riesige Feuersäule spuckt ...	Bis sich eine solche Wut in ihm [MASK] , dass er eine riesige Feuersäule spuckt ...	Wut	anstauen	sich
1677	0	angestaut	Wobei zu beachten ist , dass das Regenwasser möglichst gleichmässig angestaut wird .	Wobei zu beachten ist , dass das Regenwasser möglichst gleichmässig [MASK] wird .		anstauen	Regenwasser
1678	1	angestaut	Da hat sich einiges an Neuigkeiten zu The Dark Knight Rises angestaut , die es abzubauen gilt .	Da hat sich einiges an Neuigkeiten zu The Dark Knight Rises [MASK] , die es abzubauen gilt .	einige	anstauen	sich
1679	0	stauen	Damit stauen sie das Wasser an .	Damit [MASK] sie das Wasser an .	sie	anstauen	Wasser
1680	0	anstaut	Meiner Meinung nach ist es einfach Geschmackssache , ob man von oben giesst oder anstaut .	Meiner Meinung nach ist es einfach Geschmackssache , ob man von oben giesst oder [MASK] .		anstauen	
1681	1	Stau	Stau nicht die Wut an , verschaff dir mehr Raum für deine Gefühle !!!	[MASK] nicht die Wut an , verschaff dir mehr Raum für deine Gefühle !!!		anstauen	Wut
1682	1	angestaut	Ich kann ihm nachempfinden , wie sich in den Jahren ein ziemlicher Frust darüber angestaut hat .	Ich kann ihm nachempfinden , wie sich in den Jahren ein ziemlicher Frust darüber [MASK] hat .	Frust	anstauen	sich
1683	0	anstauen	Ich wusste nicht , warum ich das Wasser anstauen sollte .	Ich wusste nicht , warum ich das Wasser [MASK] sollte .		anstauen	Wasser
1684	1	anstaut	Je mehr Unerledigtes sich anstaut , desto schwieriger gestaltet sich der Sterbeprozess .	Je mehr Unerledigtes sich [MASK] , desto schwieriger gestaltet sich der Sterbeprozess .	Unerledigtes	anstauen	sich
1685	0	anstaut	Das Hotel liegt auf einem natürlichen Damm , der den See anstaut .	Das Hotel liegt auf einem natürlichen Damm , der den See [MASK] .	Damm	anstauen	See
1686	0	angestaut	In zahlreichen Stauwehren wird die Ruhr angestaut und die Energie des Wassers genutzt .	In zahlreichen Stauwehren wird die Ruhr [MASK] und die Energie des Wassers genutzt .		anstauen	Ruhr
1687	0	angestaut	Hier ist das Quellwasser zu einem kleinen Weiher angestaut , der von Bäumen umwachsen ist .	Hier ist das Quellwasser zu einem kleinen Weiher [MASK] , der von Bäumen umwachsen ist .		anstauen	Quellwasser
1688	0	angestaut	Auf unserem Bild ist das Wehr nicht mal zur Hälfte angestaut und wurde inzwischen saniert .	Auf unserem Bild ist das Wehr nicht mal zur Hälfte [MASK] und wurde inzwischen saniert .		anstauen	Wehr
1689	1	Angestaut	Angestaut hat sich wieder bei mir Frust , der muss mal raus aus meiner Brust .	[MASK] hat sich wieder bei mir Frust , der muss mal raus aus meiner Brust .	Frust	anstauen	sich
1690	0	angestaut	Vor ihrer Mündung wird die Urft durch die 14 km lange Urfttalsperre angestaut .	Vor ihrer Mündung wird die Urft durch die 14 km lange Urfttalsperre [MASK] .		anstauen	Urft
1691	1	angestaut	Es war eher die Summe aus vielen Kleinigkeiten , die sich über die Jahre hinweg angestaut hatten .	Es war eher die Summe aus vielen Kleinigkeiten , die sich über die Jahre hinweg [MASK] hatten .	Kleinigkeit	anstauen	sich
1692	0	anstauen	Dieser sollte ursprünglich das Wasser des Grossen Gerlachsbaches anstauen , um Reserven für Trockenzeiten zu haben .	Dieser sollte ursprünglich das Wasser des Grossen Gerlachsbaches [MASK] , um Reserven für Trockenzeiten zu haben .		anstauen	Wasser
1693	1	angestaut	Oder müsste sich hier , aus naheliegenden Gründen , mittlerweile ohnehin genügend Frust angestaut haben ?	Oder müsste sich hier , aus naheliegenden Gründen , mittlerweile ohnehin genügend Frust [MASK] haben ?	Frust	anstauen	sich
1694	1	angestaut	und brachten die französische Gesellschaft in Unruhe : Unter der Oberfläche hatte sich soziale Unzufriedenheit angestaut .	und brachten die französische Gesellschaft in Unruhe : Unter der Oberfläche hatte sich soziale Unzufriedenheit [MASK] .	Unzufriedenheit	anstauen	sich
1695	0	anstauen	In keinem Fall darf sich eine Wassersäule von mehr als 20 cm über die Rohsohle anstauen .	In keinem Fall darf sich eine Wassersäule von mehr als 20 cm über die Rohsohle [MASK] .	Wassersäule	anstauen	sich
1696	0	angestaut	Die Stadt Assuan ist das Tor zum Nassersee , der durch einen gewaltigen Damm angestaut wird .	Die Stadt Assuan ist das Tor zum Nassersee , der durch einen gewaltigen Damm [MASK] wird .		anstauen	Nassersee
1697	1	angestaut	Zudem muss auch der Stress , welcher sich vor Operation angestaut hat erst einmal wieder abgebaut werden .	Zudem muss auch der Stress , welcher sich vor Operation [MASK] hat erst einmal wieder abgebaut werden .	Stress	anstauen	sich
1698	1	angestaut	Da hat sich in der Regierungszeit Ahmadinedschads offensichtlich schon viel Frustration angestaut , die sich jetzt entlädt .	Da hat sich in der Regierungszeit Ahmadinedschads offensichtlich schon viel Frustration [MASK] , die sich jetzt entlädt .	Frustration	anstauen	sich
1699	1	angestaut	Dresdens Schulden haben sich mittlerweile auf mindestens 870 Mio. Euro angestaut .	Dresdens Schulden haben sich mittlerweile auf mindestens 870 Mio. Euro [MASK] .	Schulden	anstauen	sich
1700	0	anstauen	dürftes du den Bach anstauen ?	dürftes du den Bach [MASK] ?		anstauen	Bach
1701	1	angestaut	Im Auto hatten sich sogar 40 °C angestaut .	Im Auto hatten sich sogar 40 °C [MASK] .	40	anstauen	sich
1702	0	angestaut	Wobei zu beachten ist , dass das Regenwasser möglichst gleichmässig angestaut wird	Wobei zu beachten ist , dass das Regenwasser möglichst gleichmässig [MASK] wird		anstauen	Regenwasser
1703	1	angestaut	Da scheint aber jemand ordentlich Aggressionen angestaut zu haben .	Da scheint aber jemand ordentlich Aggressionen [MASK] zu haben .		anstauen	Aggression
1704	1	angestaut	Aber was macht man , wenn man weiss , wieviel Arbeit sich angestaut hat ?	Aber was macht man , wenn man weiss , wieviel Arbeit sich [MASK] hat ?	Arbeit	anstauen	sich
1705	0	angestaut	Wasser muss angestaut werden , um den attraktivsten Teil des funktionierenden Moors zu erhalten .	Wasser muss [MASK] werden , um den attraktivsten Teil des funktionierenden Moors zu erhalten .		anstauen	Wasser
1706	0	vorgeschaltet	Bei Eingansgrössen über 30 V sollte bereits ein HF Spannungsteiler vorgeschaltet werden .	Bei Eingansgrössen über 30 V sollte bereits ein HF Spannungsteiler [MASK] werden .		vorschalten	Spannungsverteiler
